dataid,last_season,b_pa,b_ab,b_r,b_h,b_d,b_t,b_hr,b_rbi,b_sh,b_sf,b_hbp,b_w,b_iw,b_k,b_sb,b_cs,b_gdp,b_xi,b_roe,dh,ph,pr
machm001,2025,8426,7638,1107,2113,404,18,381,1174,16,65,31,676,74,1493,114,41,233,0,73,120,12,0
machv001,2025,373,329,39,67,14,0,2,15,2,3,2,37,0,69,1,1,12,0,4,5,13,1
macij002,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maciw001,2025,111,102,7,19,5,0,3,9,0,0,2,7,0,27,3,0,1,0,0,0,0,0
maddt001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
madrb002,2024,228,206,22,42,11,0,2,12,0,1,0,20,0,58,2,1,0,1,1,6,10,1
madrn001,2024,952,880,97,241,39,5,4,77,8,1,20,43,0,85,17,6,19,0,12,8,29,7
maedk001,2025,218,182,12,29,4,0,1,14,35,0,0,1,0,42,0,0,3,0,6,1,7,5
mahlt001,2025,149,125,6,10,2,0,0,1,16,0,1,7,0,50,0,0,2,0,1,0,1,2
maill001,2025,1310,1180,109,247,60,2,22,119,9,7,17,97,1,358,9,1,33,0,14,4,17,2
malda001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maldm001,2025,4230,3773,386,761,143,4,122,397,55,11,74,317,17,1176,3,5,94,0,31,0,60,0
mallj001,2025,369,315,34,69,14,1,9,38,0,4,5,45,0,119,1,1,3,0,1,77,40,0
manas001,2025,17,14,0,3,1,0,0,0,2,0,0,1,0,4,0,0,0,0,0,0,0,0
mangj001,2025,428,405,37,120,18,1,3,40,1,1,2,19,0,64,27,6,4,0,3,1,4,3
mannm001,2024,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
manoa001,2024,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mantj002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manzk001,2025,718,645,60,151,32,2,33,87,0,6,9,58,2,183,2,0,11,0,3,135,39,0
marcr001,2025,239,216,27,53,9,1,7,26,2,1,2,18,0,37,0,0,3,0,1,0,7,0
margm001,2025,3300,3025,364,767,151,26,61,328,9,24,17,225,8,592,98,42,49,0,38,28,102,21
marir001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marlc001,2024,109,96,15,23,3,2,3,11,0,0,0,13,0,34,4,2,2,0,0,3,6,4
marqg001,2025,245,213,19,51,11,1,2,30,32,0,0,0,0,59,0,0,3,0,4,0,1,0
marsa001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marsb002,2025,2209,1964,256,508,104,18,55,244,10,18,12,204,4,697,55,12,17,1,16,2,57,7
marsj002,2025,234,209,28,61,18,3,5,33,0,1,2,22,0,48,14,6,2,0,1,0,2,0
marta007,2025,438,389,63,103,26,2,2,23,4,0,3,42,0,78,18,7,10,0,2,7,10,18
marta008,2025,657,601,73,136,30,2,14,56,6,6,6,38,0,145,11,3,10,0,6,3,21,3
martc007,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
martc009,2025,4,4,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
martd006,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
martj006,2024,7040,6300,914,1783,396,24,341,1105,0,63,41,625,57,1761,26,12,197,11,63,802,46,1
martj010,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
martj011,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
martj012,2024,54,50,9,11,2,0,1,4,0,2,0,2,0,20,1,0,0,0,1,4,7,5
martk001,2025,5195,4631,699,1307,279,46,174,602,6,40,41,477,29,833,68,20,93,0,48,88,62,3
martn002,2025,11,10,3,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,1,2
martn003,2025,690,606,80,150,25,7,14,74,0,7,12,64,3,145,1,4,3,1,9,59,66,2
martn004,2025,729,685,85,173,33,2,21,84,0,3,7,34,0,187,25,8,9,0,6,13,6,5
marto002,2024,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
marts002,2025,6415,5847,884,1661,297,55,164,677,22,28,171,347,18,1286,365,100,124,0,84,87,58,26
marts003,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marty001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
massm001,2025,1313,1218,124,297,54,5,36,138,6,14,16,59,1,250,12,3,18,0,13,29,36,2
mastm001,2025,448,400,54,92,12,0,2,21,8,2,0,38,0,85,22,4,4,0,7,8,54,18
matej003,2025,1416,1308,184,292,73,12,30,122,12,9,11,73,0,374,106,21,22,3,14,15,46,44
matol002,2025,593,550,64,127,27,2,15,61,2,2,3,36,1,84,7,0,13,0,11,8,21,3
maton001,2025,578,498,63,100,20,2,17,67,2,5,6,67,1,162,3,3,4,0,5,28,41,5
matop002,2025,5,5,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
matsy001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mattb001,2025,47,42,6,7,0,0,4,9,2,0,1,2,0,20,1,0,0,0,1,0,2,0
matti001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mattz001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matzs001,2025,204,180,8,30,3,1,3,13,16,1,0,7,0,51,0,0,4,0,1,0,6,4
matzt001,2025,52,46,5,10,2,0,0,0,4,0,0,2,0,14,0,0,1,0,0,0,1,1
maurr002,2025,292,269,30,63,10,0,8,19,0,0,1,22,1,85,11,0,7,0,4,5,9,1
maxwz001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
may-d003,2025,15,14,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0
mayem002,2025,136,127,20,29,8,1,4,10,0,1,0,8,0,41,0,2,2,0,1,0,5,0
mayoc001,2025,340,304,34,61,12,0,11,28,0,0,5,31,0,106,3,0,3,0,0,9,11,1
mayzt001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mazua001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcarj001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccad002,2025,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mccaj001,2025,3454,3174,336,767,134,10,97,390,11,23,44,202,2,885,15,10,86,0,40,39,43,1
mccaj003,2025,1453,1304,185,339,46,20,24,139,16,6,29,98,1,279,83,15,13,0,19,17,36,17
mccak004,2024,157,140,13,33,4,0,5,15,0,0,1,16,1,59,0,0,2,0,1,6,8,0
mccoc001,2025,1674,1480,207,366,52,5,59,204,8,15,23,148,0,460,39,16,17,0,17,12,33,18
mccom002,2025,84,72,14,13,3,0,0,4,3,0,1,8,0,27,3,0,2,0,1,1,3,4
mccrg001,2025,156,146,16,27,3,3,5,12,1,1,0,8,0,67,5,0,4,0,3,0,1,5
mccua001,2025,9771,8407,1296,2280,452,50,333,1154,3,75,94,1190,75,1903,222,90,148,2,88,440,56,1
mccuc001,2025,30,29,0,5,0,0,0,1,0,0,0,1,0,16,0,1,0,0,0,3,5,0
mccul002,2025,15,15,1,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,1,1
mcdag001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcdec001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcdot001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcfat001,2025,18,15,0,1,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0
mcgee001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcgos001,2025,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mcgrm001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcgur002,2025,1178,1075,110,267,56,2,25,106,15,10,8,64,0,257,7,1,21,6,9,4,49,5
mcker001,2024,523,461,70,102,23,1,8,45,7,3,7,45,1,174,9,2,8,0,8,11,35,51
mcket001,2025,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mckib001,2025,965,864,114,180,38,5,34,89,2,7,6,86,4,255,4,2,5,0,8,7,76,8
mckiz001,2025,1762,1581,204,365,76,23,38,154,7,12,17,145,2,408,60,12,16,0,18,14,76,11
mclam001,2025,988,882,139,220,42,4,31,100,3,4,12,87,0,287,32,7,13,0,9,7,3,3
mclen001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcmar001,2025,4029,3558,471,849,175,11,145,471,1,21,22,425,12,1176,31,20,75,2,23,7,85,11
mcmij001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcnej002,2025,3648,3269,433,924,194,18,80,372,10,22,86,261,11,432,37,10,42,0,29,18,61,2
meadc001,2025,495,451,48,108,16,2,5,32,0,2,12,28,0,116,7,1,14,2,2,8,25,0
meadp001,2025,717,641,86,147,24,10,17,58,3,3,3,67,1,185,24,6,0,0,6,1,1,5
meanj001,2024,8,6,0,2,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0
mearn001,2025,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
medev001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medil002,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meekj001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
megit001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
megit002,2025,31,28,1,6,3,0,0,0,2,0,0,1,0,17,0,0,0,0,0,0,0,0
meidc001,2025,505,450,54,114,15,0,5,23,3,1,6,45,0,72,14,4,14,0,5,0,3,0
mejij003,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
melem001,2025,1672,1485,172,318,75,11,53,165,0,11,9,166,4,440,12,11,9,1,10,44,28,3
meltj001,2025,78,70,7,11,0,1,0,7,0,0,1,6,0,29,7,2,2,1,0,0,2,5
meltt001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menac001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mendd002,2024,656,604,70,140,23,2,14,57,3,2,5,42,0,151,8,2,11,0,6,10,26,9
menej001,2024,1210,1114,123,305,61,1,29,165,0,11,11,74,3,245,3,0,37,0,15,156,5,0
mercm002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merrj001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merrj002,2025,1117,1029,142,288,59,13,42,164,6,11,5,66,3,217,17,5,7,0,8,0,5,2
merrw001,2024,4880,4479,632,1251,256,29,94,485,8,45,32,316,11,776,218,56,83,0,47,31,22,17
mervm001,2025,261,236,24,39,7,0,10,28,0,1,3,20,1,90,0,0,2,1,3,21,6,0
mesav001,2025,38,32,7,6,2,0,1,6,1,0,0,5,0,5,0,0,0,0,0,0,1,2
messp001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mey-l001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meyej002,2025,1570,1421,183,346,65,8,33,163,7,9,24,109,0,381,38,11,29,0,16,5,23,16
meyem001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mikom001,2025,156,136,5,18,3,0,2,8,16,1,0,3,0,67,0,0,0,0,0,0,2,0
milew001,2025,346,303,23,49,9,0,1,15,30,0,0,13,0,83,0,0,4,0,2,0,3,0
millb004,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
millb005,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
milld003,2025,150,134,14,37,8,1,2,14,2,0,0,13,0,28,6,0,3,1,2,2,2,4
mille002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
millm004,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
millo002,2025,1043,956,101,226,52,1,15,100,0,14,12,61,2,224,18,2,23,0,10,35,38,10
millr004,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mills001,2025,256,207,16,22,10,1,1,7,34,1,2,12,0,111,0,0,3,0,2,0,0,1
millt003,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
milnh001,2025,4,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
minta001,2025,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
miraj002,2025,1100,1023,103,269,57,4,28,133,0,5,17,55,1,194,3,3,40,0,10,51,21,1
misia001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
misij001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
misnk001,2025,232,212,27,43,9,1,5,22,1,2,1,16,0,79,8,1,1,0,2,1,3,3
mitcg001,2025,448,394,62,100,21,5,14,42,4,2,2,46,0,151,23,6,1,0,3,8,14,4
mizec001,2025,3,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
mlodc001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
molia001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
molls001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
monaa001,2025,594,534,71,133,28,1,8,59,0,2,6,52,0,139,15,5,13,0,6,8,26,17
moncy001,2025,3462,3075,418,774,170,22,105,374,4,13,30,340,7,1000,33,13,30,0,23,12,21,3
monim001,2025,1369,1290,164,314,61,13,56,173,2,4,10,63,3,403,24,10,11,0,4,21,39,12
montc002,2025,51,48,3,9,2,0,1,4,0,0,1,2,0,15,0,0,0,0,0,0,1,1
montc003,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
montc004,2025,284,255,43,61,9,1,21,55,0,1,2,25,1,83,0,0,3,1,3,0,2,0
monte001,2024,739,684,84,156,40,3,21,87,0,6,6,43,0,227,0,0,16,0,10,41,12,2
montf001,2025,11,10,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0
montj004,2024,9,7,0,0,0,0,0,0,0,0,0,2,0,6,0,0,1,0,0,0,0,0
montk001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
montm003,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
montp001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
montr004,2025,48,43,1,2,0,0,0,1,5,0,0,0,0,19,0,0,0,0,2,0,0,0
moorc002,2025,184,162,20,32,5,1,7,16,1,1,1,19,0,62,3,0,3,0,1,0,4,0
moord002,2025,1931,1660,246,341,82,11,63,199,3,10,53,204,3,587,118,41,31,1,9,21,100,48
moorm003,2024,120,107,5,10,0,0,0,6,11,0,0,2,0,48,0,0,3,0,3,0,0,0
moraj003,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moral001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
morea001,2025,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
morec001,2025,1770,1580,210,351,63,10,74,210,4,9,17,160,3,538,31,18,36,0,16,124,37,8
mored002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moreg001,2025,1183,1055,132,294,51,3,26,154,1,12,6,109,4,208,11,5,36,0,10,10,31,2
morgd001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
morge001,2025,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
morij002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mortc002,2025,377,328,9,27,5,0,0,7,44,2,0,3,0,174,0,1,4,0,2,0,1,0
mounr001,2025,2689,2461,304,644,126,5,98,365,0,36,17,175,4,672,17,6,62,0,28,126,28,0
mullc002,2025,3238,2888,406,711,145,21,104,338,18,22,33,269,6,663,147,36,18,8,25,14,44,12
mullk001,2024,13,11,0,1,0,0,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0
muncm001,2025,4312,3556,639,811,154,10,230,641,0,33,54,669,28,1063,22,4,40,0,27,44,99,3
muncm002,2025,220,206,17,44,7,0,9,23,0,1,3,10,0,68,1,1,1,0,1,0,2,1
munoa002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
munor001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
munor002,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murdn001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murfp001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murpc001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murps001,2025,2337,2028,271,462,109,3,95,289,0,14,55,239,4,570,1,0,65,1,16,49,33,0
murpt002,2024,1055,945,117,226,46,2,49,128,0,6,5,94,3,339,3,1,17,5,5,17,49,2
murrj001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
musgj001,2024,159,138,12,20,5,1,0,4,17,1,0,3,0,55,0,0,1,0,3,0,12,10
mushp001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myerd001,2025,511,469,55,115,19,1,10,59,0,4,5,33,0,132,23,7,13,0,3,4,34,4
myert001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nanct001,2025,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
narda001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
narvc002,2025,472,424,51,100,27,0,15,50,2,2,1,43,0,121,1,1,13,0,3,3,8,0
narvo001,2025,2319,2034,229,513,84,2,53,207,8,16,19,242,8,437,0,2,40,0,14,33,71,1
nastn001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
navab001,2025,20,19,3,6,2,0,1,5,0,1,0,0,0,4,0,0,0,0,0,0,0,0
naylb001,2025,1071,949,121,193,47,3,39,122,5,9,4,104,2,286,12,5,9,0,12,5,33,2
naylj001,2025,2996,2716,348,733,154,2,109,451,0,23,23,227,26,479,57,9,75,7,26,107,60,0
neelj001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nelsk001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nelsn001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nelsr003,2025,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
nerih001,2025,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
netoz001,2025,1485,1333,190,329,80,2,58,173,7,7,46,92,7,366,61,20,24,0,9,0,8,1
nevit001,2024,591,511,53,104,19,1,12,49,0,7,12,61,0,140,1,1,10,0,6,17,21,4
newcs001,2025,99,81,5,3,1,0,0,2,14,0,0,4,0,57,0,0,1,0,1,0,0,0
newmk001,2025,2343,2172,243,562,102,12,28,210,20,15,16,120,7,300,47,15,40,0,37,11,43,17
nicok001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nidot001,2025,991,920,93,197,34,1,17,88,19,7,5,40,3,259,1,0,33,0,11,0,25,0
nikhd001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nimmb001,2025,4436,3785,600,989,188,33,136,470,9,22,88,532,7,986,54,18,46,0,33,14,72,3
nittv001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nodar001,2025,665,548,74,111,26,1,18,60,2,2,11,102,3,232,4,1,4,0,4,13,29,2
noelj001,2025,378,351,46,65,9,1,20,43,0,2,6,19,0,126,0,0,5,0,4,3,41,4
nolaa001,2025,318,271,15,24,6,0,0,12,24,1,1,21,0,158,0,0,4,0,8,0,1,0
nolaa002,2025,1306,1144,132,279,54,2,24,145,9,17,20,116,3,229,3,2,25,0,10,10,17,0
nootl001,2025,1970,1688,249,409,85,9,58,194,4,15,9,254,9,398,28,11,24,0,13,13,46,9
norbc001,2025,531,489,74,120,26,1,17,54,0,4,5,33,0,154,11,5,5,0,7,7,7,1
nuned001,2025,354,307,40,56,16,3,12,39,0,4,0,43,4,122,0,0,0,0,0,0,6,0
nuned003,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nunee003,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nunen001,2025,170,143,27,34,3,0,4,14,6,1,0,20,0,35,17,3,2,0,2,3,9,21
oberb002,2025,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obrir001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ogass001,2025,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ohear001,2025,2498,2241,274,564,104,10,84,313,1,17,20,219,11,550,11,4,41,0,19,191,133,1
ohl-p001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ohopl001,2025,1188,1098,123,254,31,2,53,130,2,3,12,73,0,345,4,5,23,0,7,18,21,1
ohtas001,2025,4500,3867,737,1085,196,46,292,696,0,20,26,573,97,1151,166,46,49,14,37,983,53,1
okers001,2025,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
olive001,2024,967,886,116,225,39,5,29,96,1,9,14,57,1,181,16,12,14,0,11,60,34,10
ollea001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
olouj001,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
olsom001,2025,5279,4564,721,1168,250,7,292,816,0,32,56,627,46,1259,9,2,107,0,35,4,17,0
olsor001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oneit001,2025,2323,2060,335,498,91,4,118,304,0,19,32,212,6,704,49,9,43,0,26,37,63,11
ornej001,2025,58,53,4,11,2,0,0,3,1,0,1,3,0,20,0,0,0,0,0,0,4,1
ornet001,2025,16,14,0,1,0,0,0,1,0,0,0,2,0,2,0,0,1,0,0,1,2,0
ort-k001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orter001,2024,1304,1153,141,282,45,4,22,110,7,8,6,128,3,252,49,19,26,2,10,28,77,15
ortij005,2025,1085,973,125,222,44,7,18,109,10,7,9,86,0,192,25,9,22,0,12,0,10,4
ortil002,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ortil003,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orzee001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
osuna003,2025,176,151,12,32,4,0,2,15,0,2,2,21,1,34,5,4,1,0,1,7,3,1
otanm001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ottaa001,2025,28,24,1,2,0,0,0,0,3,0,0,1,0,17,0,0,0,0,2,0,1,0
outmj002,2025,893,771,123,164,27,4,34,95,0,4,19,99,1,309,19,4,4,0,6,5,20,5
oviej001,2025,22,20,3,3,0,0,0,2,0,0,0,2,0,9,0,0,0,0,1,0,0,0
owent001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ozunm001,2025,6843,6166,838,1657,287,21,301,966,1,37,27,609,20,1531,29,14,155,3,58,575,32,0
pachc001,2024,645,586,54,106,24,4,8,54,6,1,2,50,0,195,6,5,10,0,9,4,28,20
paddc001,2025,88,77,3,6,0,0,0,2,9,0,1,1,0,45,0,0,0,0,1,0,1,0
pagae001,2025,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
pagea001,2025,1142,1054,144,266,51,2,42,137,2,10,17,58,0,260,15,9,17,1,9,1,7,1
pagep001,2025,607,563,57,131,18,2,18,72,4,5,3,32,1,165,2,0,16,0,7,0,2,0
palaj001,2025,578,524,62,117,17,2,15,64,4,2,10,38,0,130,7,0,8,0,2,12,42,9
palar002,2025,589,511,72,123,22,1,12,50,1,4,7,65,3,107,27,1,11,1,3,20,38,10
paled001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
palij001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
palla001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
palmc001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paree003,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parei001,2025,2237,1927,250,458,88,3,92,287,0,13,50,247,3,389,2,3,55,0,17,27,27,2
parik002,2025,245,217,28,34,6,1,7,17,1,0,4,21,0,93,11,1,2,2,5,3,6,4
parkm001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parsw001,2024,4,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
pasqv001,2025,1820,1629,185,430,91,3,70,264,1,21,16,152,9,252,3,0,38,1,12,117,4,0
patrc001,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paulg001,2025,216,193,22,40,9,1,6,16,1,1,0,21,0,51,2,0,2,0,1,5,5,0
paxtj001,2024,18,12,1,0,0,0,0,1,4,0,0,2,0,12,0,0,0,0,0,0,0,0
